Title,Author,Fandom,Url,Kudos,Summary
See Me,Shadow_of_Quill,Death Note (Anime & Manga),https://archiveofourown.org/works/608880,"6,029",Summary: Light sometimes thinks he'd give anything to have someone see him for who he really is.
Achromatic,jcrycolr3wradc,Death Note (Anime & Manga),https://archiveofourown.org/works/2537267,"5,727","Summary: Light has been told his whole life this meeting his soulmate would change the way he sees the world. Well that is true, but he’d much prefer if everything had just stayed black and white."
Of Narcolepsy and Insomnia,NocturneProductions,Death Note (Anime & Manga),https://archiveofourown.org/works/6959488,"5,082","Summary: Light always wished he was perfect, but that was just a dream. Still, he held onto that hope, because maybe if he did his father would love him again. But then, shifting in and out of consciousness he meets L. Being perfect for his parent's had always been Light's dream, but now maybe it doesn't have to."
Primitive Liars,Nilahxapiel,Death Note (Anime & Manga),https://archiveofourown.org/works/3907021,"5,018","Summary: Light is a being of intellect, not of instinct; however, he may be starting to understand that the two are not mutually exclusive. While he struggles to define himself in an unjust world, a new Kira holds society - along with a couple other valuable things - hostage. (Omegaverse AU. L/Light, Matt/Mello/Near and others to be announced.)"
Is This The Way It Ends Now?,Seastar98,Death Note (Anime & Manga),https://archiveofourown.org/works/13862307,"4,938","Summary: L dangled the note in front of him. It had appeared out of nowhere, as had the accompanying CD. It claimed to contain information crucial to their investigation. Was this a trick? Another evolution of Kira's power? Perhaps a different supernatural force trying to help them against Kira? He didn't know, but the only way to find out was to view it."
my best laid plan,astralpenguin,Death Note (Anime & Manga),https://archiveofourown.org/works/25953601,"4,930","Summary: He was in the shower when he saw it. Just grazing the top of his left hip was a line of text that hadn’t been there the previous morning. ‘I didn’t think it would actually happen.’  When someone lies to their soulmate, their lie is written on their soulmate's skin This causes problems for Kira"
fuwafuwa,Esselle,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/20640620,"15,225","Summary: Inosuke likes it when people tell him he's great at things, because it's true, and they should all acknowledge how powerful he is. But whenever Tanjiro does it, it makes him feel… weird. -- ふわふわ (fuwafuwa) can mean several different things: 1. Fluffy; soft. 2. Light and airy. 3. The way Tanjiro makes Inosuke feel."
"little bunny, why are your eyes so red?",elreee,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/27796777,"7,561","Summary: Onii-chan? he thought. Something you call your older brother. The familiar girl tried to help him up, ushering him from where he was laying down in the cold snow in front of the doorway and inside the small home where the sickly sweet smell was stronger. The girl paled as soon as she opened the dilapidated door, but she steeled herself and guided him inside, and it was then that he saw it, the carnage that was inside of what used to be a quaint little home. Corpses of people strewn about carelessly, their blood seeping through the tatami floor— Mom, Takeo, Hanako, Shigeru, Rokuta — seemingly against his will, his knees crumpled down onto the floor, tears filling his eyes as his throat let out the most agonizing sound… And it all came rushing back. His name was Kamado Tanjirou. -- A Tanjirou-centric Role Reversal AU. Where Tanjirou never stops being an older brother, despite becoming a demon. Warning: Manga Spoilers. On Hiatus."
to be special,frogsterz,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/20199310,"7,176","Summary: “Shut up!” Inosuke wants to scream, but then he realises Tanjirou absolutely must not wake up and settles for a death hiss, hands curling against his sides. Stupid thinking stupid foresight stupid— “I don’t think about those kinds of things! They’re a waste of time! And pack means family!"" “Well a pack doesn’t have to be blood-related, I don’t think,” Zenitsu flops onto the grass and stares at the sky. “I think having someone to love would be a very nice thing to have, you know. The whole—not being alone thing, not being given up on thing.” (Or, Inosuke is special to Tanjirou. Tanjirou is special to Inosuke. They've really got to work on their communication.)"
salvation,tamagoyaki,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/18519553,"7,095","Summary: Tomioka Giyuu's soulmate is a demon. In many ways, this changes things. 中文 by Fubukiakiya!"
Tempura,pearliegloom,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/20803499,"6,868",Summary: Inosuke’s habit of ranting to Nezuko is one borne out of the available knowledge that she can’t gossip to anyone- thus making her the perfect confidant in aiding (and concealing) his secret feelings for a certain swordsman. At least… That’s what he thinks. (Not that Inosuke necessarily thinks.) 中文 Version Available
cold affections,ULS,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/31541180,"6,655","Summary: “My dearest little darling,” the demon cooed as he toys with your unkempt hair, making you cringe internally to his touch. “your mask is breaking, you know. How long will you think you could resist me?” You ignored the question and you slapped his hand away. Shooting up from where you sat, you charged at the collar of his top and intimidatingly hauled him closer to your angry expression. He finds it adoring, you see it, his eyes almost sparkled at the mere distance you initiated. Well, screw him. “I’m not that easy to break, you psychopath.” You spat with venom. “You're an insufferable, intolerable prick. Take the hint: I’m not interested. Find some other creature who is sick as you and leave me be.” He gives you a knowing look. “How can I do that when you’re the only one who can make my heart beat?”"
enbu,novalotypo,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/21334381,"6,432","Summary: “It’s not a quirk,” Izuku tells the poor sod, who looks like he needs to catch up on four years of sleep and has been combating that fact with caffeine pills and spite alone. “It’s breathing. I’m literally just breathing. Do you want me to stop breathing?” he demands. When Eraserhead glares at him like he’s murdered someone (which he has, technically, but what is someone, really), Izuku sniffs righteously and says, “Stop glaring at me!” Eraserhead takes a deep breath. “Breathing, yes, like that,” Izuku says eagerly. “Want to see me do it too?” “No,” says Eraserhead. Midoriya Izuku's family tree may or may not include one Kamado Tanjirou."
so full of love ( i could barely eat ),grenades,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/21750760,"6,209","Summary: “...Do you think I’m a bad cook?”  A gust of air pushes its way through Sanemi’s open mouth. “What?”  Tomioka flushes- no, he blushes, ears and cheeks dark- and looks away. “The ohagi. Was it bad?”  Sanemi was expecting Tomioka to kill him, or mock him- but this is so, so much worse."
The Past Breathes Again,vama_ch,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/36289702,"5,845","Summary: It was true that his story never felt truly finished, but being reborn centuries from his own age, stripped of all familiarity, felt like another punishment rather than a second chance. or Midoriya Izuku is Shinazugawa Sanemi’s reincarnation. ((going through editing. chapter 1-6 done.))"
Sunlight from the Ashes,DAsObiQuiet,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),https://archiveofourown.org/works/31519247,"5,834","Summary: It took Kamado Tanjiro a dozen loops to realize that saving his family meant becoming a demon. So he did it again, and again, and again, because he could never NOT save them, no matter what it does to him, how it changes him or what he's forced to do. But, unfortunately for Muzan, everyone, even the smiling and kind Tanjiro, has a breaking point... xXx Nezuko’s worry spiked and she hurried as quietly as she could after him in time to see him practically shove the front door to their home out of the way and stumble into the snow outside. In his sleeping clothes. “T-tanjiro?!” their mother asked from the other side of the room where she’d been building the fire to prepare their breakfast. He didn’t respond, not even closing the door behind him. Their mother looked over to Nezuko who met her worried gaze. “He had a bad dream,” she said softly. But something told her it was worse--so much worse--than that. xXx Now complete with Alternate ending!"
fuwafuwa,Esselle,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Manga),https://archiveofourown.org/works/20640620,"15,225","Summary: Inosuke likes it when people tell him he's great at things, because it's true, and they should all acknowledge how powerful he is. But whenever Tanjiro does it, it makes him feel… weird. -- ふわふわ (fuwafuwa) can mean several different things: 1. Fluffy; soft. 2. Light and airy. 3. The way Tanjiro makes Inosuke feel."
Blue,KuriKuri,鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Manga),https://archiveofourown.org/works/20829353,"8,236","Summary: “Where am I?” Giyū manages, his voice barely louder than a whisper. “I brought you to a wisteria house,” Sabito replies. “I mean, you’re wearing the uniform of the Demon Slaying Corps, so I figured it’d be okay.” Giyū blinks at Sabito slowly. He’d been expecting an answer more along the lines of “the afterlife” or “purgatory.” “Anyway, I’m Sabito,” Sabito continues, and Giyū feels more and more lost with every word. “Although you probably know me as the Water Pillar.” (Or: A convenient demon blood technique sends Giyū to a timeline where he's dead and Sabito's alive.)"
